@RELATION turismo_cartagena_sin_planea_regresar

@ATTRIBUTE Lugar_Origen {'Internacional','Nacional'}
@ATTRIBUTE Edad NUMERIC
@ATTRIBUTE Tiempo_Estancia NUMERIC
@ATTRIBUTE Presupuesto_Promedio NUMERIC
@ATTRIBUTE Motivo_Viaje {'Negocios','Otro','Vacaciones'}
@ATTRIBUTE Uso_Tour_Guiado {'No','Si'}
@ATTRIBUTE Satisfaccion_Visita {'Alta','Baja','Media'}
@ATTRIBUTE Nivel_Gasto_Total NUMERIC
@ATTRIBUTE Cantidad_Actividades NUMERIC
@ATTRIBUTE Recomendar_Cartagena {'No','Si'}

@DATA
Internacional,26.0,6.0,285.0,Vacaciones,No,Alta,1710.0,6.0,Si
Nacional,56.0,5.0,159.0,Vacaciones,Si,Media,795.0,5.0,Si
Internacional,56.0,7.0,177.0,Negocios,Si,Media,1239.0,5.0,No
Internacional,45.0,8.0,165.0,Negocios,No,Media,1320.0,4.0,No
Nacional,33.0,5.0,108.0,Vacaciones,Si,Baja,540.0,3.0,Si
Internacional,32.0,7.0,191.0,Vacaciones,Si,Alta,1337.0,4.0,Si
Nacional,33.0,3.0,104.0,Vacaciones,Si,Alta,312.0,7.0,Si
Internacional,60.0,7.0,176.0,Vacaciones,Si,Media,1232.0,5.0,No
Nacional,34.0,4.0,111.0,Vacaciones,No,Baja,444.0,6.0,No
Nacional,26.0,5.0,120.0,Vacaciones,Si,Baja,600.0,10.0,Si
Internacional,53.0,6.0,183.0,Vacaciones,Si,Alta,1098.0,6.0,Si
